name,name,borough,rating,review_count,categories_list,GRADE
LEGENDARY BAR & GRILL,Legendary Bar & Grill,Bronx,4.5,31,Bars; Italian; Burgers,A
LENA TRATTORIA,Lena Trattoria,Bronx,4.4,66,Pizza; Pasta Shops; Italian,A
LENA'S ITALIAN KITCHEN,Lena's Italian Kitchen,Manhattan,4.3,367,Italian,A
LENNY'S CLAM BAR,Lenny's Clam Bar,Queens,3.6,707,Seafood; Italian; Barbeque,A
LEON'S,Leon's,Manhattan,4.4,16,Italian; Breakfast & Brunch; Cocktail Bars,A
LEROY'S,Leroy's,Brooklyn,4.2,51,Cocktail Bars; Seafood,B
LESLIE'S KITCHEN,Leslie's Kitchen,Brooklyn,4.6,101,New American; Burgers; Mexican,A
LET'S MEAT,Let's Meat,Manhattan,4.0,2060,Korean; Barbeque; Buffets,A
LEVANTE,Levante,Queens,3.9,393,Pizza; Bars; Italian,A
LEVANTINE,Levantine,Brooklyn,4.6,261,Mediterranean; Middle Eastern; Cocktail Bars,A
LEYENDA,Leyenda,Brooklyn,3.9,338,Latin American; Mexican; Cocktail Bars,A
LEYLA,Leyla,Manhattan,4.2,287,Turkish; Mediterranean; Breakfast & Brunch,A
LIDO,Lido,Manhattan,4.1,1268,Italian; Breakfast & Brunch; Cocktail Bars,A
LIGHTHOUSE,Lighthouse,Brooklyn,4.0,326,Wine Bars; Mediterranean; Cocktail Bars,A
LIKE CAFE,Like Cafe,Brooklyn,3.5,262,Breakfast & Brunch; Cantonese; Hong Kong Style Cafe,A
LIL CHEF MAMA,Lil Chef Mama,Manhattan,4.4,188,Thai,A
LILIA,Lilia,Brooklyn,3.9,1366,Italian; Cocktail Bars,A
LILLY'S CRAFT AND KITCHEN,Lilly's Craft and Kitchen,Manhattan,4.2,1604,New American; Breakfast & Brunch; Comfort Food,A
LIMAN RESTAURANT,Liman Restaurant,Brooklyn,3.8,475,Turkish; Seafood; Mediterranean,
LIMANI,Limani,Manhattan,3.8,581,Mediterranean; Seafood,A
LIME & SALT,Lime & Salt,Brooklyn,4.1,90,New Mexican Cuisine; Mexican,
LIMOSNEROS,Limosneros,Brooklyn,4.2,73,Tacos; Cocktail Bars; Beer Bar,A
LIN & DAUGHTERS,Lin & Daughters,Manhattan,4.6,108,Chinese; Noodles; Bubble Tea,A
LIN HOME CHINESE RESTAURANT,Lin Home Chinese Restaurant,Bronx,3.8,13,Chinese,A
LIN'S ASIAN CUISINE,Lin's Asian Cuisine,Bronx,3.5,114,Chinese; Sushi Bars; Asian Fusion,A
LINDA AZOGUENITA BAKERY & RESTAURANT,Linda Azoguenita Bakery & Restaurant,Queens,3.2,22,Breakfast & Brunch; Desserts; Italian,B
LINGO,Lingo,Brooklyn,4.6,107,New American; Japanese,
LINK THAI,Link Thai,Brooklyn,4.4,113,Thai; Noodles,A
LIOLA,Liola,Queens,4.0,113,Italian; Pizza; Cocktail Bars,A
LION DANCE,Lion Dance,Staten Island,4.9,35,Dim Sum; Bubble Tea; Noodles,
LISA'S DUMPLINGS,Lisa's Dumplings,Manhattan,3.8,122,Chinese,A
LITTLE ALLEY,Little Alley,Manhattan,4.0,577,Shanghainese,A
LITTLE CHARLI,Little Charli,Manhattan,4.7,83,Pizza; Wine Bars; Italian,
LITTLE DOKEBI,Little Dokebi,Brooklyn,3.9,170,Korean,A
LITTLE FRIDA'S EATERY,Little Frida's Eatery,Bronx,4.9,7,Mexican; American,A
LITTLE GRENJAI,Little Grenjai,Brooklyn,4.1,46,Thai; Salad; Burgers,B
LITTLE MAVEN,Little Maven,Manhattan,4.7,76,New American; Pasta Shops; Cocktail Bars,
LITTLE OWL,Little Owl,Manhattan,4.2,1517,Breakfast & Brunch; Mediterranean,
LITTLE RASCAL,Little Rascal,Manhattan,3.9,280,Middle Eastern; Turkish; Mediterranean,A
LITTLE THAI KITCHEN,Little Thai Kitchen,Manhattan,3.5,432,Thai,A
LITTLE TIFFIN,Little Tiffin,Brooklyn,4.5,88,Thai,A
LIU'S SHANGHAI,Liu's Shanghai,Brooklyn,4.4,521,Shanghainese,A
LLAMA INN,Llama Inn,Brooklyn,3.8,776,Peruvian; Bars,A
LOCANDA VERDE,Locanda Verde,Manhattan,3.9,1928,Italian; Cocktail Bars; Breakfast & Brunch,A
LOI ESTIATORIO,Loi Estiatorio,Manhattan,4.7,516,Greek; Mediterranean,A
LOLA TAVERNA,Lola Taverna,Manhattan,3.7,298,Greek; Cocktail Bars,B
LOLITA,Lolita,Manhattan,4.3,90,Cocktail Bars; Mexican; Breakfast & Brunch,A
LONDON TANDOORI,London Tandoori,Brooklyn,3.7,51,Indian,A
LONG ACRE TAVERN,Long Acre Tavern,Manhattan,4.0,116,Sports Bars; Pubs; Burgers,A
LONG ISLAND DUMPLINGS,Long Island Dumplings,Manhattan,5.0,1,Chinese,A
LONGHORN STEAKHOUSE,LongHorn Steakhouse,Queens,3.1,532,Steakhouses; American; Barbeque,A
LOOK DEER SUSHI,Look Deer Sushi,Brooklyn,4.8,24,Sushi Bars; Ramen,
LOOPY'S EATERY,Loopy's Eatery,Manhattan,5.0,36,Korean; Asian Fusion; Cheesesteaks,A
LOQMA CAFE,Loqma Cafe,Brooklyn,3.6,27,Turkish; Cafes; Seafood,A
LORE,Lore,Brooklyn,4.3,102,Indian; Salad; Cocktail Bars,B
LOS AMIGOS RESTAURANT,Los Amigos Restaurant,Bronx,3.9,10,Breakfast & Brunch; Seafood; Salad,A
LOS DOS HERMANOS,Los Dos Hermanos,Brooklyn,3.5,47,Tapas Bars; Mexican,
LOS GIRASOLES RESTAURANT,Los Girasoles Restaurant,Bronx,4.2,27,Mexican,A
LOS MARISCOS,Los Mariscos,Manhattan,4.6,871,Mexican; Cocktail Bars,A
LOS PASTORCITOS G'S,Los Pastorcitos G's,Staten Island,0.0,0,Breakfast & Brunch; Burgers; Mexican,A
LOS TACOS NO.1,Los Tacos No.1,Manhattan,4.7,3306,Tacos,A
LOS TRES POTRILLOS,Los Tres Potrillos,Queens,2.7,75,Mexican,A
LOUKOUMI TAVERNA,Loukoumi Taverna,Queens,4.3,594,Greek,A
LOVELY DAY,Lovely Day,Manhattan,3.4,416,Thai; Breakfast & Brunch; Irish,A
LOWERLINE,Lowerline,Brooklyn,4.6,288,Cajun/Creole; Seafood; Southern,A
LUCE,Luce,Staten Island,3.9,57,Italian; Wine Bars,A
LUCHADORES,Luchadores,Manhattan,4.0,152,Mexican,A
LUCIA PIZZA,Lucia Pizza,Queens,4.5,11,Italian; Pizza; Salad,A
LUCK THAI,Luck Thai,Brooklyn,3.8,198,Thai,A
LUCKY CAT,Lucky Cat,Manhattan,3.8,477,Ramen; Izakaya; Sushi Bars,
LUCKY DHABA,Lucky Dhaba,Queens,3.5,12,Indian; Vegetarian,A
LUCKY HOUSE,Lucky House,Bronx,4.4,5,Chinese,A
LUCKY STAR,Lucky Star,Bronx,2.9,7,Chinese,A
LUCY'S ASIAN KITCHEN,Lucy's Asian Kitchen,Queens,2.1,148,Asian Fusion; Chinese; Thai,A
LULLA,Lulla,Manhattan,4.2,90,Italian; Breakfast & Brunch; Cocktail Bars,A
LULULALA,Lululala,Manhattan,4.8,27,Korean,
LUNAR,Lunar,Manhattan,4.2,54,Chinese,A
LUOGONG GRILLED SKEWER,Luogong Grilled Skewer,Queens,3.9,31,Chinese,
LUPO ROSSO,Lupo Rosso,Queens,4.6,45,Pizza; Italian; Salad,B
LURE FISHBAR,Lure Fishbar,Manhattan,3.9,2040,Seafood; Sushi Bars; Bars,A
Le Thai,Le Thai,Queens,4.0,2,Thai; Juice Bars & Smoothies; Soup,B
MAD DOG & BEANS MEXICAN CANTINA,Mad Dog & Beans Mexican Cantina,Manhattan,3.9,731,Mexican,A
MAD FOR CHICKEN,Mad For Chicken,Queens,3.9,74,Korean; Chicken Wings; Gastropubs,A
MADE IN MEXICO,Made In Mexico,Manhattan,2.6,329,Mexican,A
MADRE,Madre,Brooklyn,4.5,218,New American,A
MAESTRO PASTA,Maestro Pasta,Manhattan,4.2,126,Italian,B
MAHSIL,Mahsil,Queens,4.1,155,Korean; Chicken Shop; Pizza,A
MAIELLA,Maiella,Queens,4.2,1219,Italian; Seafood; Cocktail Bars,A
MAIN STREET IMPERIAL TAIWANESE,Main Street Imperial Taiwanese,Queens,3.8,391,Taiwanese,A
MAINE OCEAN,Maine Ocean,Queens,4.9,14,Seafood; Seafood Markets,
MAISON PREMIERE,Maison Premiere,Brooklyn,4.1,1318,Seafood; Bars; Venues & Event Spaces,A
MAISON SUN,Maison Sun,Brooklyn,4.3,70,French; Asian Fusion,A
MAISONETTA,MAiSONETTA,Bronx,4.5,82,French; Mexican,B
MAITE,Maite,Brooklyn,4.2,226,Mediterranean; Wine Bars; Empanadas,A
MAIZAL RESTAURANT,Maizal Restaurant,Staten Island,3.8,302,Mexican; Bars,A
MAJORELLE,Majorelle,Manhattan,4.3,110,French,A
MAKAN HOUSE,Makan House,Brooklyn,4.5,45,Malaysian,
MAKI,Maki,Manhattan,5.0,2,Japanese; Cafes,A
MAKI KOSAKA,Maki Kosaka,Manhattan,4.4,151,Japanese; Sushi Bars; Wine Bars,A
MALA HOUSE,Mala House,Manhattan,4.5,131,Szechuan; Dim Sum; Asian Fusion,A
MALA KITCHEN,Mala Kitchen,Manhattan,4.1,61,Chinese,B
MALA PROJECT,Mala Project,Manhattan,4.0,598,Dim Sum; Szechuan,A
MALA TOWN,Mala Town,Brooklyn,4.7,21,Hot Pot; Szechuan; Seafood,A
MALAPARTE,Malaparte,Manhattan,4.1,446,Italian; Coffee & Tea; Pizza,A
MALECON RESTAURANT,Malecon Restaurant,Manhattan,3.0,221,Caribbean; Steakhouses; Seafood,A
MALII GRAMERCY,Malii Gramercy,Manhattan,4.5,216,Thai,A
MALLENCHE MEXICAN GRILL,Mallenche Mexican Grill,Brooklyn,4.3,126,Mexican,A
MALOYA,Maloya,Brooklyn,4.7,20,French; Cajun/Creole; Cocktail Bars,A
MAMA CAPRI,Mama Capri,Brooklyn,4.3,115,Italian; Seafood,A
MAMA MIA 44 SW,Mama Mia 44 SW,Manhattan,4.1,1007,Pizza; Seafood; Italian,A
MAMA SUSHI,Mama Sushi,Manhattan,3.0,921,Sushi Bars; Japanese; Cocktail Bars,A
MAMA TACO,Mama Taco,Manhattan,3.1,35,Mexican; Cocktail Bars,A
MAMA YOSHI MINI MART,Mama Yoshi Mini Mart,Queens,4.8,23,Japanese,
MAMA'S NOODLE HOUSE,Mama's Noodle House,Brooklyn,4.7,184,Cantonese; Szechuan; Noodles,A
MAMO RESTAURANT,MAMO Restaurant,Manhattan,4.1,400,Italian; Wine Bars; Cocktail Bars,A
MAMOUN'S FALAFEL,Mamoun's Falafel,Manhattan,4.2,2635,Middle Eastern; Falafel,A
MANDUCATIS,Manducatis,Queens,4.1,195,Italian,A
MANETTA'S RISTORANTE,Manetta's Ristorante,Queens,4.2,502,Italian,A
MANHATTAN INDIAN FLAVOR,Manhattan Indian Flavor,Manhattan,4.0,33,Desserts; Indian,A
MAR'S,Mar's,Queens,3.9,315,Seafood; New American; Cocktail Bars,A
MARC FORGIONE,Marc Forgione,Manhattan,4.3,1055,New American,A
MARCHE MADISON,Marche Madison,Manhattan,2.7,35,Delis; Italian; Greek,A
MARELUNA,Mareluna,Manhattan,4.3,127,Italian; Breakfast & Brunch; Cocktail Bars,A
MARI,Mari,Manhattan,4.3,212,Korean,A
MARINA CAFE,Marina Cafe,Staten Island,3.2,389,Italian; Seafood; Lounges,A
MARISCO CENTRO,Marisco Centro,Bronx,2.6,115,Spanish; Bars; Seafood,A
MARISCOS EL SUBMARINO,Mariscos El Submarino,Queens,4.5,20,Mexican; Seafood,A
MARK'S OFF MADISON,Mark's Off Madison,Manhattan,3.7,257,Breakfast & Brunch; Italian; American,A
MARLOW BISTRO,Marlow Bistro,Manhattan,3.9,415,Mediterranean; Pizza; Venues & Event Spaces,A
MARSEILLE,Marseille,Manhattan,3.9,1269,French; Mediterranean; Brasseries,A
MARTHA'S COCINA MEXICANA,Martha's Cocina Mexicana,Brooklyn,4.6,55,Mexican,A
MARWIN THAI RESTAURANT,Marwin Thai Restaurant,Manhattan,4.6,157,Thai,A
MAS TORTILLA,Mas Tortilla,Queens,4.2,97,Mexican,A
MASALA BOX,Masala Box,Queens,4.0,315,Indian,B
MASALA GRILL,Masala Grill,Brooklyn,3.6,258,Indian,A
MASALA HARBOR,Masala Harbor,Staten Island,5.0,6,Indian,
MASALA KING,Masala King,Manhattan,4.1,305,Indian; Bars,B
MASALA KITCHEN AND LOUNGE,Masala Kitchen and Lounge,Queens,3.8,10,Indian; Lounges,B
MASSERIA EAST,Masseria East,Manhattan,3.9,34,Italian,A
MASTER GRILL,Master Grill,Bronx,2.9,32,Mexican; Japanese; Bubble Tea,A
MASTER WOK,Master Wok,Brooklyn,4.0,1,Chinese,A
MATIZ LATIN CUISINE,Matiz Latin Cuisine,Queens,3.9,392,Latin American; Bars,A
MATSURI,Matsuri,Queens,4.4,237,Japanese,A
MAY CHUN GARDEN,May Chun Garden,Queens,3.4,16,Chinese,A
MAYA FUSION CAFE,Maya Fusion Cafe,Brooklyn,4.2,82,Mexican,A
MAYA'S CAFE MEXICAN CUISINE,Maya's Cafe Mexican Cuisine,Staten Island,4.8,5,Mexican; Desserts; Burgers,A
MAYAHUEL,Mayahuel,Queens,4.3,124,Mexican,A
MAYAS SNACK BAR,Mayas Snack Bar,Brooklyn,0.0,0,Ice Cream & Frozen Yogurt; Mexican; Desserts,A
MAYFIELD,Mayfield,Brooklyn,4.0,648,New American; Breakfast & Brunch,A
MAYOOR INDIAN BISTRO,Mayoor Indian Bistro,Brooklyn,4.9,7,Indian,A
MAZZAT,Mazzat,Brooklyn,4.6,290,Tapas Bars; Mediterranean; Cocktail Bars,A
MEET THE MEAT,Meet The Meat,Queens,4.4,444,Steakhouses; Seafood,A
MEI LAI WAH WONTON NOODLE,Mei Lai Wah Wonton Noodle,Manhattan,3.7,61,Chinese; Noodles; Soup,A
MEILI,Meili,Brooklyn,4.8,9,Chinese; Vegetarian; Cocktail Bars,
MEJU,Meju,Queens,4.9,8,Korean,
MEKONG,Mekong,Manhattan,4.1,101,Thai; Vietnamese,A
MELLO BISTRO,Mello Bistro,Staten Island,4.9,27,Italian; Desserts; Salad,A
MEMPHIS SEOUL,Memphis Seoul,Brooklyn,3.6,120,Soul Food; Asian Fusion; Korean,A
MERAKI GREEK BISTRO,Meraki Greek Bistro,Brooklyn,4.6,50,"Greek; Seafood; Beer, Wine & Spirits",A
MERCATO,Mercato,Manhattan,3.8,1120,Italian; Cocktail Bars; Desserts,B
MERCATO LIC,mercato LIC,Queens,4.9,10,Italian; Wine Bars; Breakfast & Brunch,A
MERCHANTS NY,Merchants NY,Manhattan,4.1,7,Lounges; American,A
MERMAID OYSTER BAR,Mermaid Oyster Bar,Manhattan,4.4,165,Seafood,A
MERRY LAND BUFFET,Merry Land Buffet,Bronx,2.9,38,Chinese,A
MESA COYOACAN,Mesa Coyoacan,Brooklyn,4.0,846,Mexican; Bars,A
MESIBA,Mesiba,Brooklyn,4.3,98,Cocktail Bars; Middle Eastern; Mediterranean,
MEXI,Mexi,Brooklyn,4.4,21,Mexican; Bars,
MEXICAN CANTINA,Mexican cantina,Staten Island,3.8,58,Mexican,A
MEXICANA DELI GROCERY,Mexicana Deli Grocery,Bronx,4.1,49,Mexican,A
MEXICUE,MEXiCUE,Manhattan,4.0,748,Mexican,A
MEZBAN HOUSE,Mezban House,Queens,3.9,7,Indian; Bangladeshi; Desserts,
MEZCALI,Mezcali,Manhattan,3.9,165,Tacos; Tapas/Small Plates; Cocktail Bars,A
MEZE,Meze,Brooklyn,4.2,390,Greek; Mediterranean; Seafood,A
MEZZE ON THE RIVER,Mezze on the River,Manhattan,4.2,233,Seafood; Mediterranean,A
MI LINDO SAN MIGUELITO,Mi Lindo San Miguelito,Bronx,4.0,52,Mexican,A
MIATZIL,Miatzil,Brooklyn,4.2,17,"Mexican; Beer, Wine & Spirits; Cocktail Bars",
MICHAEL'S,Michael's,Manhattan,4.4,486,Italian; Seafood; Pasta Shops,A
MIKADO,Mikado,Manhattan,4.7,113,Sushi Bars; Japanese; Soup,A
MIKE'S UNICORN DINER,Mike's Unicorn Diner,Staten Island,3.0,219,American; Diners; Greek,A
MILK AND ROSES,Milk and Roses,Brooklyn,3.7,501,Italian; Venues & Event Spaces; New American,A
MILLY'S CORNER RESTAURANT AND BAR,Milly's Corner Restaurant and Bar,Bronx,4.8,4,Dominican; Latin American,A
MILU,Milu,Manhattan,4.4,256,Chinese,B
MIN DU SHENG YAN,Min Du Sheng Yan,Queens,5.0,4,Chinese,
MINO BRASSERIE,Mino Brasserie,Manhattan,4.4,134,French; Brasseries,A
MINT HEIGHTS,Mint Heights,Brooklyn,4.4,152,Indian,A
MINT MASALA,Mint Masala,Manhattan,4.2,364,Indian; Halal,C
MIRAJ HEALTHY GRILL,Miraj Healthy Grill,Manhattan,4.3,243,Persian/Iranian; Mediterranean; Halal,A
MIRIAM,Miriam,Brooklyn,4.1,273,Mediterranean; Cocktail Bars; Middle Eastern,A
MISC,MISC,Brooklyn,3.9,262,Thai; Ramen; Asian Fusion,A
MISHIK,Mishik,Manhattan,4.6,44,Japanese; Bars; Sushi Bars,
MISI,Misi,Brooklyn,4.1,848,Italian,A
MISIRIZZI,Misirizzi,Manhattan,4.4,235,Italian,A
MISS ADA,Miss Ada,Brooklyn,4.4,563,Mediterranean; Cocktail Bars,A
MISTER CANGREJO,Mister Cangrejo,Queens,4.8,4,Seafood; Colombian; Cocktail Bars,
MISTURA PERUANA,Mistura Peruana,Queens,5.0,8,Peruvian; Juice Bars & Smoothies; Seafood,A
MITO,Mito,Queens,4.2,504,Japanese; Sushi Bars; Asian Fusion,A
MITR THAI,Mitr Thai,Manhattan,4.6,653,Thai,A
MITSURU,Mitsuru,Manhattan,4.5,2,Japanese; Sushi Bars; Wine Bars,
MIZNON,Miznon,Manhattan,4.0,589,Mediterranean; Middle Eastern; Sandwiches,A
MOCHICK TEA,Mochick Tea,Brooklyn,5.0,1,Chinese; Korean; Burgers,A
MOCHIRON IZAKAYA,mochiron Izakaya,Queens,4.1,149,Izakaya; Ramen,A
MOCKINGBIRD,Mockingbird,Brooklyn,3.5,19,Breakfast & Brunch; Tacos,
MOHO MEXICAN GRILL,Moho Mexican Grill,Queens,4.0,1,Mexican,A
MOJITOS RESTAURANT BAR,Mojitos Restaurant Bar,Queens,4.0,135,Latin American; Breakfast & Brunch; Cocktail Bars,A
MOKBAR,Mokbar,Manhattan,3.8,33,Korean,A
MOKJA,Mokja,Queens,3.7,209,Korean; Burgers; Cocktail Bars,A
MOKYO,Mokyo,Manhattan,4.6,408,Korean; Tapas/Small Plates; Cocktail Bars,A
MOLYVOS,Molyvos,Manhattan,4.3,111,Wine Bars; Seafood; Greek,A
MOMO CRAVE,Momo Crave,Queens,4.3,286,Himalayan/Nepalese; Beverage Store; Noodles,A
MOMO RAMEN,Momo Ramen,Brooklyn,3.8,388,Ramen; Himalayan/Nepalese; Vegetarian,A
MOMO TEST KITCHEN,MOMO Test Kitchen,Brooklyn,4.6,27,Japanese; Comfort Food; Sushi Bars,A
MOMO'S MEDITERRANEAN GRILL,Momo's Mediterranean Grill,Brooklyn,4.1,57,Mediterranean,A
MOMOKAWA,Momokawa,Manhattan,4.1,265,Japanese; Sushi Bars; Hot Pot,A
MOMOSAN RAMEN & SAKE,Momosan Ramen & Sake,Manhattan,4.1,1945,Ramen; Asian Fusion,A
MOMOYA,Momoya,Manhattan,4.1,881,Sushi Bars; Japanese; Salad,A
MONEY CAT VIETNAMESE AMERICAN,Money Cat Vietnamese American,Brooklyn,4.2,146,Vietnamese,
MONTEREY,Monterey,Manhattan,3.9,86,New American; Desserts; Italian,
MOON & FLOWER HOUSE,Moon & Flower House,Brooklyn,3.3,17,Burgers; Chinese,A
MOON KEE,Moon Kee,Manhattan,4.2,89,Cantonese; Dim Sum; Hong Kong Style Cafe,
MOON STAR GRILL,Moon Star Grill,Bronx,3.8,146,Asian Fusion; Vietnamese,A
MOON WOK,Moon Wok,Brooklyn,4.5,21,Szechuan; Dim Sum,A
MOONLIGHT RESTAURANT,Moonlight Restaurant,Manhattan,4.7,3,Seafood; Burgers; Cocktail Bars,
MOONLITE GRILL & CHICKEN,Moonlite Grill & Chicken,Queens,3.8,26,Middle Eastern; Mediterranean; Halal,A
MOONO,Moono,Manhattan,4.4,215,Korean,A
MORE THAN JUST LOBSTER NY,More Than Just Lobster NY,Brooklyn,4.5,2,Salad; Seafood; Sandwiches,
MORI,Mori,Manhattan,4.5,11,Sushi Bars; Japanese; Seafood,
MORRIS PARK INN,Morris Park Inn,Bronx,4.4,28,Sports Bars; American; Wraps,A
MOTI MAHAL DELUX,Moti Mahal Delux,Manhattan,3.8,605,Indian,B
MOUNTAIN FUSION,Mountain Fusion,Staten Island,4.1,81,Sushi Bars; Bars; Ramen,B
MR DAK,Mr Dak,Queens,4.7,193,Chicken Wings; Korean,
MR HIBACHI EXPRESS,Mr Hibachi Express,Staten Island,4.2,6,Sushi Bars; Teppanyaki,
MR KEKE RAMEN,Mr KeKe Ramen,Manhattan,4.2,6,Ramen; Dim Sum; Hot Pot,
MR WEEK,Mr Week,Staten Island,0.0,0,Mediterranean; American; Coffee & Tea,B
MR WONTON,Mr Wonton,Queens,3.5,257,Chinese; Asian Fusion; Thai,A
MR WU DIM SUM,Mr Wu Dim Sum,Manhattan,5.0,1,Dim Sum; Coffee & Tea; Noodles,
MR. CAPRI,Mr. Capri,Manhattan,4.4,49,Italian; Cocktail Bars,A
MR. SUN,Mr. Sun,Manhattan,4.2,349,Dim Sum; Seafood,C
MR. WONTON,Mr. Wonton,Queens,3.9,40,Chinese,A
MUGHAL CURRY SPOT,Mughal Curry Spot,Bronx,3.5,125,Indian,A
MUGHLAI INDIAN CUISINE,Mughlai Indian Cuisine,Manhattan,4.4,210,Indian,A
MUM FETEER,Mum Feteer,Queens,4.3,80,Mediterranean; Egyptian,A
MUMBAI MASALA,Mumbai Masala,Manhattan,4.4,317,Indian,
MUMBAI PLACE,Mumbai Place,Brooklyn,5.0,4,Indian,A
MUNA,Muna,Manhattan,4.7,123,Himalayan/Nepalese; Indian,A
MUSE,Muse,Brooklyn,4.2,171,Thai; Cocktail Bars,A
MUSETTE WINE BAR,Musette Wine Bar,Manhattan,4.6,37,Wine Bars; Coffee & Tea; Seafood,A
MUSHA SUSHI,Musha Sushi,Brooklyn,4.5,11,Japanese; Bubble Tea; Sushi Bars,A
MUTEKI UDON,Muteki Udon,Brooklyn,4.5,25,Japanese,A
MY KITCHEN,My Kitchen,Queens,3.9,143,New American; Venues & Event Spaces,A
MYKONIAN HOUSE,Mykonian House,Manhattan,4.2,48,Bars; Greek; Seafood,
MYSTTIK MASAALA,Mysttik Masaala,Manhattan,4.3,15,Indian; Food Trucks,A
Ma Kin,Ma Kin,Queens,4.3,139,Thai; Noodles,A
Mama Lupita's Bistro,Mama Lupita's Bistro,Brooklyn,4.8,63,Mexican,A
Marathon Cafe,Marathon Cafe,Queens,4.5,117,Chicken Wings; Hong Kong Style Cafe; Chinese,A
Mercado Ariana,MERCADO ARIANA,Staten Island,4.3,40,Mexican; Tex-Mex,A
Mezeh,Mezeh,Manhattan,4.1,17,Mediterranean; Salad; Halal,C
NABANNO RESTAURANT,Nabanno Restaurant,Queens,3.7,10,Chinese; Indian; Sandwiches,A
NACHO MACHO TACO,Nacho Macho Taco,Brooklyn,4.3,249,Mexican,A
NAI BROTHER,Nai Brother,Brooklyn,4.0,16,Chinese,A
NAI BROTHER CHINESE SAUERKRAUT FISH,Nai Brother Chinese Sauerkraut Fish,Queens,4.6,86,Chinese,A
NAJU GOMTANG,Naju Gomtang,Queens,4.0,72,Korean; Seafood; Breakfast & Brunch,A
NAKED DOG,Naked Dog,Brooklyn,4.5,304,Italian; Wine Bars; Cocktail Bars,A
NAMA,Nama,Manhattan,5.0,3,Japanese,A
NAMASTE,Namaste,Queens,4.3,377,Indian,A
NAMI NORI,Nami Nori,Manhattan,4.4,207,Sushi Bars; Japanese; Gluten-Free,A
NAMUDOL,Namudol,Queens,3.9,12,Korean,
NAN XIANG EXPRESS,Nan Xiang Express,Brooklyn,4.7,71,Shanghainese; Dim Sum; Noodles,
NANA RAMEN,Nana Ramen,Brooklyn,4.0,221,Ramen; Noodles; Soup,A
NANA TERIYAKI,Nana Teriyaki,Queens,4.5,2,Chinese; Teppanyaki; Ramen,
NANA THAI STREET,NaNa Thai Street,Manhattan,4.3,253,Thai,C
NANA'S KITCHEN,Nana's Kitchen,Bronx,4.6,37,Mediterranean,A
NANGMAN BBQ,Nangman BBQ,Manhattan,3.9,101,Korean; Barbeque,A
NANKING,Nanking,Queens,3.8,408,Indian; Thai; Chinese,A
NAPA IN THE HEIGHTS,Napa In The Heights,Manhattan,4.8,11,Wine Bars; Seafood; Cocktail Bars,A
NARE SUSHI,Nare Sushi,Manhattan,3.8,416,Sushi Bars; Japanese; Cocktail Bars,A
NARI,Nari,Manhattan,4.4,20,Korean,A
NARO,NARO,Manhattan,4.2,88,Korean,A
NARUTO RAMEN,Naruto Ramen,Manhattan,3.8,349,Ramen,A
NATHAN'S FAMOUS,Nathan's Famous,Brooklyn,3.5,1454,Hot Dogs; Seafood; Burgers,A
NAWABARI,Nawabari,Queens,4.2,22,Korean; Ramen,B
NAYA,NAYA,Manhattan,4.2,71,Middle Eastern; Mediterranean,A
NEEM INDIAN CUISINE,Neem Indian Cuisine,Bronx,4.2,134,Indian; Vegetarian; Halal,A
NEIR'S TAVERN,Neir's Tavern,Queens,4.3,179,Bars; American,B
NEM'S JAPANDI BISTRO,Nem's Japandi Bistro,Brooklyn,3.6,26,Izakaya; Breakfast & Brunch; Cocktail Bars,A
NENES TAQUERIA,Nenes Taqueria,Brooklyn,4.3,18,Mexican,A
NERAI,Nerai,Manhattan,4.4,740,Greek; Seafood; Mediterranean,A
NEREA,Nerea,Manhattan,4.2,41,Italian; Cocktail Bars; Mediterranean,A
NERINA,Nerina,Brooklyn,5.0,3,Greek; Seafood; Cocktail Bars,
NEW CHINA,New China,Bronx,3.7,3,Chinese,A
NEW CHINA BUFFET,New China Buffet,Staten Island,3.0,149,Chinese; Buffets,
NEW CHINA PAVILION,New China Pavilion,Brooklyn,3.3,10,Szechuan; Cantonese,A
NEW JOY GARDEN,New Joy Garden,Brooklyn,2.8,9,Chinese,B
NEW WONJO RESTAURANT,New Wonjo Restaurant,Manhattan,3.5,1630,Korean; Barbeque; Soup,A
NEW YORK BAN JUM,New York Ban Jum,Queens,4.4,29,Chinese; Korean,A
NEW YORK VYBES,New York Vybes,Manhattan,3.9,77,Dim Sum; Cantonese; Venues & Event Spaces,A
NEWA CHHE,Newa Chhe,Queens,4.3,28,Himalayan/Nepalese; Soup,
NEWTOWN,Newtown,Brooklyn,4.6,172,Vegetarian; Falafel,A
NICCOLO PIZZERIA,Niccolo Pizzeria,Manhattan,5.0,11,Pizza; Gelato; Italian,A
NIKO'S SOUVLAKI,Niko's Souvlaki,Queens,3.9,111,Greek,A
NIN HAO,Nin Hao,Brooklyn,4.4,16,Chinese,
NINA'S GREAT BURRITO BAR,Nina's Great Burrito Bar,Manhattan,4.0,444,Mexican; Comfort Food,A
NINE THAI,Nine Thai,Queens,2.1,123,Thai,A
NINJA JAPAN TERIYAKI & SUSHI,Ninja Japan Teriyaki & Sushi,Brooklyn,3.8,35,Japanese,A
NINO'S 46,Nino's 46,Manhattan,4.0,1543,Italian; Gluten-Free; Pizza,B
NINO'S RESTAURANT,Nino's Restaurant,Manhattan,4.5,242,Italian,A
